text,date
1:1 회화어플 튜터링 최대 7천원 즉시할인!,2018.11.12 ~ 2018.12.31
2018 마지막! 해외여행도 해외직구도 캐시백!,2018.12.01 ~ 2018.12.31
"5~2, 10개월 무이자할부(시즌6)",2018.11.01 ~ 2018.12.31
Adieu! 2018 앱카드로 누리는 포인트리 꿀팁!,2018.12.01 ~ 2018.12.31
"BeV Ⅴ, Ⅲ 카드 온라인 신규발급 회원 연회비 최대 5만원 캐시백",2018.12.01 ~ 2018.12.31
"JMT를 찾아라~ 스타샵 5,000P 추가 적립",2018.11.01 ~ 2018.12.31
KB국민 SK 7mobile카드 2만원 캐시백,2018.12.03 ~ 2018.12.31
KB국민 U+알뜰모바일카드 2만원 캐시백,2018.12.03 ~ 2018.12.31
KB국민 고등학교 학생증 체크카드 슬기로운 학카 생활,2018.11.05 ~ 2018.12.31
KB국민 국방(충성)멤버쉽카드 연말연시 최대 50만원 캐시백!,2018.12.01 ~ 2018.12.31
KB국민 롯데월드 제휴카드 종합이용권 할인 이벤트,2018.12.01 ~ 2018.12.31
KB국민 마스터카드 일본 돈키호테 할인,2018.08.01 ~ 2018.12.31
KB국민 마스터카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.12.01 ~ 2018.12.31
KB국민 비자카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.12.01 ~ 2018.12.31
"KB국민 앱카드 신규회원 최대 10,000점 포인트리 적립",2018.12.01 ~ 2018.12.31
KB국민 체크카드 탐난다! 탐앤탐스 커피 사이즈업!,2018.10.01 ~ 2018.12.31
KB국민 체크카드로 POOQ(푹) 최대 3개월 무료 시청,2018.11.19 ~ 2018.12.31
Liiv Mate 신규가입하고 3000P 받아가세요!,2018.11.01 ~ 2018.12.31
PUSH 동의하세요? 커피 향 가득한 겨울 함께해요!,2018.12.03 ~ 2018.12.31
Trip.com 호텔 예약 10% 즉시할인,2018.11.05 ~ 2018.12.31
VIP 고객대상 GOODBYE 2018! 연말 경품 이벤트,2018.11.01 ~ 2018.12.31
VIP 고객대상 『호텔스타(HOTEL STAR)』 겨울 패키지 특별 이벤트,2018.11.01 ~ 2018.12.31
개인사업자 전용 카드 연회비 100% 캐시백,2018.12.01 ~ 2018.12.31
갤럭시 노트9과 KB금융의 스마트한 만남!,2018.08.14 ~ 2018.12.31
"군대 갔다오니 좋다! SKT, KT, LG U+ 특별한 혜택",2018.12.01 ~ 2018.12.31
꿀α 카드 4종 연회비 100% 캐시백,2018.11.01 ~ 2018.12.31
내가게 서비스 가입하고! 매출조회도 하고! 포인트리도 받고!,2018.11.29 ~ 2018.12.31
대만 여행 가세요? eslite호텔 업그레이드 유니온페이 특별혜택,2018.01.01 ~ 2018.12.31
대만 여행 가세요? SOGO백화점 유니온페이 특별혜택,2018.01.01 ~ 2018.12.31
대학등록금 부담 내려주는 6~2개월 무이자할부,2018.01.09 ~ 2018.12.31
대한항공 앱카드 5% 청구할인 앱카드로 어디까지 가고 싶니,2018.12.03 ~ 2018.12.31
"도시가스요금 자동납부 5,000원 캐시백!",2018.11.01 ~ 2018.12.31
라이프샵 여행 해외호텔 최대 10% 할인,2018.12.03 ~ 2018.12.31
레진코믹스 X Liiv Mate 최대 33코인 받아가세요!,2018.11.01 ~ 2018.12.31
모바일캐시비 신규회원 캐시비와 함께 하는 포인트리 꿀잔치,2018.12.01 ~ 2018.12.31
무거운 세금! 무이자로 가볍게!,2018.07.01 ~ 2018.12.31
미국 인기여행지에서 즐기는 KB국민 JCB카드 우대혜택,2018.09.01 ~ 2018.12.31
병원업종 6~2개월 무이자할부,2018.07.01 ~ 2018.12.31
블랙프라이데이 몰테일/아이포터 배송비 US$15 할인,2018.11.12 ~ 2018.12.31
사장님의 송년 보너스같은 캐시백,2018.12.03 ~ 2018.12.31
생활편의업종 무이자할부,2018.07.01 ~ 2018.12.31
세상은 이런 걸 원해! YouTube Premium 100% 캐시백,2018.11.19 ~ 2018.12.31
스피드메이트 타이어 / 정비 최대 25% 할인,2018.12.01 ~ 2018.12.31
아고다 최대 12% 할인,2018.11.01 ~ 2018.12.31
아듀 2018~ 쓰면 쓸수록 돌려드려U!,2018.12.01 ~ 2018.12.31
아파트 관리비 자동납부 최대 2만원 캐시백,2018.12.01 ~ 2018.12.31
앱카드 NFC 결제방식 JUSTOUCH로 누리는 천원의 행복,2018.12.01 ~ 2018.12.31
연말 마무리도 아름답게! 화장품/미용업종 캐시백!,2018.12.01 ~ 2018.12.31
연말 혜택 가즈아! 타고~ 먹고~ 받고!,2018.11.26 ~ 2018.12.31
연말에도 익스피디아는 10% 할인중,2018.12.01 ~ 2018.12.31
오토오아시스! 내 차에 필요한 혜택!,2018.11.26 ~ 2018.12.31
"온라인 신규발급 회원, 연회비 100% 캐시백",2018.12.01 ~ 2018.12.31
"이케아로 모이자! 3, 6, 12 무이자!",2018.01.15 ~ 2018.12.31
일본 도큐백화점 필수혜택,2018.07.01 ~ 2018.12.31
"일본우대혜택1, 롯데면세점 도쿄긴자 스페셜 쿠폰",2018.07.01 ~ 2018.12.31
자동으로 혜택 받는 4대 사회보험 자동납부,2018.12.01 ~ 2018.12.31
지금 받으러 갑니다! 체크카드 지방세 결제 이벤트,2018.04.01 ~ 2018.12.31
체크 질러! 고액결제 캐시백 이벤트,2018.12.03 ~ 2018.12.31
체크카드 온라인 신규발급 트리플 혜택,2018.12.01 ~ 2018.12.31
"추천하면 나는 5만원, 친구는 연회비 캐시백",2018.12.01 ~ 2018.12.31
카드사용알림 무료로 받으세요! 12월! 마지막 12일간의 혜택!,2018.12.20 ~ 2018.12.31
컬쳐랜드 X Liiv Mate 컬쳐랜드 PIN 3천원 즉시 지급!,2018.11.01 ~ 2018.12.31
탄탄대로 오토카드 연회비 100% 캐시백,2018.12.01 ~ 2018.12.31
편리함 UP 캐시백 UP 초중고학교납입금 자동납부,2018.12.01 ~ 2018.12.31
해외 호텔 예약사이트 한 눈에 할인 비교!,2018.07.16 ~ 2018.12.31
해외 호텔 예약사이트 한 눈에 할인 비교!,2018.11.05 ~ 2018.12.31
해외에서도 같은 값이면 5~2개월 무이자할부,2018.12.01 ~ 2018.12.31
해외이용고객 대상 KT로밍비 캐시백,2018.01.01 ~ 2018.12.31
해외직구X비타트라 BOXING DAY BIG SALE!,2018.12.03 ~ 2018.12.31
해피앱 X Liiv Mate 해피포인트와 행복한 연말 보내세요!,2018.12.03 ~ 2018.12.31
호텔스닷컴은 최대 15% 할인 중,2018.10.01 ~ 2018.12.31
화제의 생활용품 특가로 득템!,2018.12.01 ~ 2018.12.31
12월 국제선 항공권 최대 10% 할인,2018.12.03 ~ 2018.12.28
Apple 제품 구매 시 8% 캐시백,2018.12.21 ~ 2018.12.27
뮤지컬 <광화문연가> 1+1 티켓 이벤트,2018.12.14 ~ 2018.12.27
KB국민카드X제주항공 제주항공 쿠폰 받고 '찜' 특가 구매하자,2018.12.10 ~ 2018.12.25
크리스마스에 눈이 올까요?,2018.12.03 ~ 2018.12.25
캐시백 + Qeeboo Rabbit Chair 친구추천 왕은 나! 두마리 토끼를 잡아라,2018.10.29 ~ 2018.12.24
Fall in Check! 5대 업종 캐시백 이벤트 2018 시즌 2,2018.11.22 ~ 2018.12.22
교원 구몬 KB국민카드 구몬 학습지 자동납부 추가할인!,2018.08.10 ~ 2018.12.21
추운 날씨엔! 골프존! 스크린골프 겨울시즌 이벤트!,2018.11.22 ~ 2018.12.21
VIP회원 금호리조트 객실 50% 할인 이벤트,2018.08.26 ~ 2018.12.20
도시의 호캉스 Season 3. 부산,2018.11.19 ~ 2018.12.18
따뜻한 연말을 위한 정관장의 특별 선물!,2018.11.30 ~ 2018.12.16
"모바일 SK 주유소, MOST 리터당 150원 주유 할인!",2018.12.10 ~ 2018.12.16
2018 시즌 3 체크러시! 매주 금토 1만원 할인,2018.10.12 ~ 2018.12.15
KB국민 마스터카드 해외직구 스페셜 혜택,2018.10.01 ~ 2018.12.15
KB국민카드 YELLO 뮤지컬 <엘리자벳> 1+1 티켓 이벤트,2018.12.07 ~ 2018.12.15
에버랜드 / 캐리비안베이 신나는 할인+할인!,2018.11.01 ~ 2018.12.14
CJ Hello 자동납부 캐시백 + VOD 쿠폰 증정 Season2,2018.11.01 ~ 2018.12.13
VIP회원 소노펠리체/소노빌리지 객실 특별할인!,2018.07.20 ~ 2018.12.13
미국 9대 온라인 가맹점 10% 캐시백,2018.07.01 ~ 2018.12.12
"신나는 에버랜드, 월간 로라 코스타 축제 신나는 할인!",2018.11.01 ~ 2018.12.09
행복한 결혼준비 아이웨딩과 함께,2018.11.30 ~ 2018.12.09
"취준생활의 힘! 토익응시료 5,000원 캐시백",2018.10.05 ~ 2018.12.05
카카오페이 KB국민체크카드 경품 이벤트!,2018.11.05 ~ 2018.12.04
11월 국제선 항공권 최대 10% 할인,2018.11.01 ~ 2018.11.30
11월 라이프샵 하나로 모두가 참좋은 해외패키지 경품!,2018.11.01 ~ 2018.11.30
"18만원 청구할인! 스마트폰 구입, 스마트하게",2018.11.01 ~ 2018.11.30
"BeV Ⅴ, Ⅲ 카드 온라인 신규발급 회원 연회비 최대 5만원 캐시백",2018.11.01 ~ 2018.11.30
"Beyond Value! BeV Ⅴ, Ⅲ 카드 캐시백 혜택",2018.11.01 ~ 2018.11.30
GS fresh X Liiv Mate GS fresh 최대 8천원 혜택,2018.11.01 ~ 2018.11.30
KB국민 롯데월드 제휴카드 종합이용권 할인 이벤트,2018.10.01 ~ 2018.11.30
KB국민 마스터카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.11.01 ~ 2018.11.30
KB국민 비자카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.11.01 ~ 2018.11.30
"KB국민 앱카드 신규회원 최대 10,000점 포인트리 적립",2018.11.01 ~ 2018.11.30
KB국민 앱카드에 바란다! 평점&리뷰 작성 시 포인트리 적립,2018.11.01 ~ 2018.11.30
KB국민카드 X SAMSUNGPAY 포인트리 꿀잔치!,2018.11.01 ~ 2018.11.30
Liiv Mate X 해피앱 해피포인트 5천포인트 적립 혜택,2018.11.08 ~ 2018.11.30
Liiv Mate에 바란다! 평점 & 리뷰 작성 시 포인트리 적립,2018.11.12 ~ 2018.11.30
Ople.com 최대 8% 오플포인트 적립대잔치!,2018.11.01 ~ 2018.11.30
PUSH 동의하세요? 커피 향 가득한 겨울 함께해요!,2018.11.05 ~ 2018.11.30
개인사업자 전용 카드 연회비 100% 캐시백,2018.11.01 ~ 2018.11.30
다가오는 겨울 대비 따끈한 온라인 쇼핑 혜택!,2018.11.16 ~ 2018.11.30
라이프샵 여행 해외호텔 최대 10% 할인,2018.11.01 ~ 2018.11.30
마음에 드는 선물 마음대로 바꾸는 할부 시즌3!,2018.10.01 ~ 2018.11.30
모바일캐시비 신규회원 캐시비와 함께 하는 포인트리 꿀잔치,2018.11.01 ~ 2018.11.30
"서울랜드 자유이용권, 너랑 나랑 더블 할인!",2018.10.01 ~ 2018.11.30
스피드메이트 타이어 / 정비 최대 25% 할인,2018.11.01 ~ 2018.11.30
쓰면 쓸수록 혜택으로 돌려드려U!,2018.11.05 ~ 2018.11.30
아파트 관리비 자동납부 최대 2만원 캐시백,2018.11.01 ~ 2018.11.30
"온라인 신규발급 회원, 연회비 100% 캐시백",2018.11.01 ~ 2018.11.30
익스피디아는 15% 할인중,2018.09.19 ~ 2018.11.30
자동으로 혜택 받는 4대 사회보험 자동납부,2018.11.01 ~ 2018.11.30
체크카드 2018 컬쳐 브리즈 시즌2 뮤지컬 마틸다 초대,2018.11.01 ~ 2018.11.30
체크카드 온라인 신규발급 트리플 혜택,2018.11.01 ~ 2018.11.30
"추천하면 나는 5만원, 친구는 연회비 캐시백",2018.11.01 ~ 2018.11.30
탄탄대로 오토카드 연회비 100% 캐시백,2018.11.01 ~ 2018.11.30
편리함 UP 캐시백 UP 초중고학교납입금 자동납부,2018.10.01 ~ 2018.11.30
풍성한 가을 학원비 최대 4만원 캐시백,2018.10.01 ~ 2018.11.30
프로야구할인이벤트,2018.03.26 ~ 2018.11.30
해외렌터카는 렌탈카스닷컴에서 8% 할인,2018.10.22 ~ 2018.11.30
해외에서도 같은 값이면 최대 12~2개월 무이자할부,2018.10.15 ~ 2018.11.30
해외직구 & 해외여행 완전체 혜택 Global Festa 2018,2018.10.31 ~ 2018.11.30
해외직구X몰리(mallRee) Pre블프~연말까지! 최대 $20 보너스 캐시백!,2018.11.13 ~ 2018.11.30
해외직구도 해외여행도 최대 10만원 캐시백!,2018.11.01 ~ 2018.11.30
호남 · 충청 · 제주 11월 가구업체 캐시백,2018.11.01 ~ 2018.11.30
"화제의 생활용품, 특가로 득템!",2018.11.01 ~ 2018.11.30
12번째 특별한 테이블 다이닝스타 (Dining Star),2018.11.14 ~ 2018.11.29
Liiv Mate X 롯데월드타워 SEOUL SKY 리브메이트가 드리는 놀라운 혜택!,2018.11.20 ~ 2018.11.29
"4주간의 변화 매너가 개(犬)를 만든다, 킹스독!",2018.10.08 ~ 2018.11.25
댕냥이와 함께 산다면 꼭 가야하는 곳!,2018.11.23 ~ 2018.11.25
"아듀 2018! 연말 Dog 콘서트 독투유, 나에개",2018.11.09 ~ 2018.11.25
진에어 오사카 노선 즉시할인 2만원!,2018.10.22 ~ 2018.11.25
해외직구X테일리스트 즉시 할인 and 베스트셀러 특가전!,2018.10.25 ~ 2018.11.25
KB국민카드 YELLO 뮤지컬 「지킬앤하이드」 1+1 티켓 이벤트,2018.11.09 ~ 2018.11.23
Autumn엔 편의점 어떰?,2018.11.09 ~ 2018.11.22
세상은 이런 걸 원해! YouTube Premium 100% 캐시백,2018.10.17 ~ 2018.11.18
Apple 제품 구매 시 8%캐시백,2018.11.02 ~ 2018.11.15
GS수퍼마켓 달콤한 빼빼로데이,2018.10.31 ~ 2018.11.15
"마스터카드 우수회원의 품격
비행기 연착 시 라운지 혜택",2017.11.16 ~ 2018.11.15
알파원카드 「Tasting + α」와인의 향기에 취하다,2018.10.15 ~ 2018.11.15
유럽여행 명품쇼핑 [더 비스터 빌리지 쇼핑 컬렉션],2017.11.15 ~ 2018.11.14
체크카드 이용금액 100% 캐시백 이벤트,2018.10.15 ~ 2018.11.14
KB국민 마스터카드 알리익스프레스 신규고객 $3 즉시할인,2018.11.03 ~ 2018.11.12
2018 서울건축박람회 무료입장 혜택,2018.11.08 ~ 2018.11.11
Liiv Mate 리뉴얼 기념 반려동물 등록 활성화 캠페인 참여 행사,2018.10.31 ~ 2018.11.11
Pre-블프 몰테일 배송대행비 $10 할인,2018.10.25 ~ 2018.11.11
무비스타(Movie Star)! 「국가부도의 날」,2018.11.07 ~ 2018.11.11
"겨울엔 역시 일본 료칸!
할인은 역시 KB국민카드!",2017.11.06 ~ 2018.11.05
여행주간 함께 하는 내 나라 여행 2018 가을편,2018.10.15 ~ 2018.11.04
일룸 가을엔 혜택 드림!,2018.10.15 ~ 2018.11.04
초대합니다! '코베 베이비페어' 무료입장 혜택,2018.11.01 ~ 2018.11.04
KB국민 마스터카드 FARFETCH 10만원 즉시할인,2018.10.01 ~ 2018.11.03
10월 국제선 항공권 최대 12% 할인,2018.10.01 ~ 2018.10.31
10월 라이프샵 하나로 모두가 참좋은 해외패키지 경품,2018.10.01 ~ 2018.10.31
"18만원 청구할인! 스마트폰 구입, 스마트 하게!",2018.10.01 ~ 2018.10.31
2018년 할로윈축제를 즐기자! 서울랜드,2018.10.01 ~ 2018.10.31
"5~2, 10개월 무이자할부(시즌5)",2018.09.01 ~ 2018.10.31
"BeV Ⅴ, Ⅲ카드 온라인 신규발급 회원, 연회비 최대 5만원 캐시백",2018.10.01 ~ 2018.10.31
"Beyond Value! BeV Ⅴ, Ⅲ 카드 캐시백 혜택",2018.10.01 ~ 2018.10.31
GS fresh X Liiv Mate GS fresh 최대 8천원 혜택,2018.10.17 ~ 2018.10.31
KB국민 마스터카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.10.01 ~ 2018.10.31
KB국민 비자카드 해외도 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.10.01 ~ 2018.10.31
KB국민 아멕스카드 매치스패션 15% 캐시백,2018.10.01 ~ 2018.10.31
"KB국민 앱카드 신규회원 최대 10,000점 포인트리 적립",2018.10.01 ~ 2018.10.31
KB국민 앱카드에 바란다! 평점&리뷰 작성 시 포인트리 적립,2018.10.01 ~ 2018.10.31
KB국민 중금리론 신청하면 상품권 2만원 선물!,2018.09.27 ~ 2018.10.31
Liiv Mate X H.Point 달달한 꿀조합~ 역대급 포인트 혜택!,2018.09.12 ~ 2018.10.31
Liiv Mate X 해피앱 해피포인트 5천포인트 적립 혜택,2018.10.16 ~ 2018.10.31
Liiv Mate 신규회원 2000P 받고 싶은 사람!,2018.09.01 ~ 2018.10.31
Liiv Mate에 바란다! 평점 & 리뷰 작성 시 포인트리 적립,2018.10.01 ~ 2018.10.31
PUSH 동의하세요? 커피 향 가득한 가을 함께해요!,2018.10.01 ~ 2018.10.31
T Galleria DFS에서 쇼핑하고 최대 3만원 캐시백 받자!,2018.09.01 ~ 2018.10.31
VIP 고객대상 포근한 가을(Cozy Autumn) VIP 이벤트,2018.09.01 ~ 2018.10.31
VIP고객대상! 롯데호텔 『Autumn Days』 패키지 프로모션,2018.09.20 ~ 2018.10.31
yello 캄보디아 나눔상자 기부캠페인,2018.09.03 ~ 2018.10.31
가을가을해! 라이프샵여행 해외호텔 최대 10% 할인,2018.10.01 ~ 2018.10.31
"가을이 좋다! 경품 당첨, 특가 혜택~",2018.10.01 ~ 2018.10.31
개인사업자 전용 카드 연회비 100% 캐시백,2018.10.01 ~ 2018.10.31
"군대 갔다오니 좋다! SKT, KT, LG U+ 특별한 혜택",2018.10.01 ~ 2018.10.31
꿀α 카드 4종 연회비 100% 캐시백,2018.09.01 ~ 2018.10.31
내가 아는 해외온라인가맹점에선 최대 5만원 캐시백!,2018.09.17 ~ 2018.10.31
"도시가스요금 자동납부 5,000원 캐시백!",2018.09.01 ~ 2018.10.31
리브메이트라서 Happy! 신규가입 해피머니 3천원!,2018.09.01 ~ 2018.10.31
반려동물 전문플랫폼 올라펫 KB금융관 오픈기념,2018.09.21 ~ 2018.10.31
"스피드메이트 긴급혜택 알림!
긴급출동 모바일 멤버십 30% 할인!",2017.11.01 ~ 2018.10.31
스피드메이트 타이어 / 정비 최대 25% 할인,2018.10.01 ~ 2018.10.31
아파트 관리비 자동납부 최대 2만원 캐시백,2018.10.01 ~ 2018.10.31
에버랜드 / 캐리비안베이 신나는 할인+할인!,2018.10.01 ~ 2018.10.31
"온라인 신규발급 회원, 연회비 100% 캐시백",2018.10.01 ~ 2018.10.31
"일본에서도 수수료 없는 카드 생활, 커피 쿠폰은 덤!",2018.09.01 ~ 2018.10.31
자동으로 혜택 받는 4대 사회보험 자동납부,2018.09.01 ~ 2018.10.31
체크카드 온라인 신규발급 트리플 혜택,2018.10.01 ~ 2018.10.31
"체크카드, 카카오페이 KB국민카드 출시기념 이벤트!",2018.09.13 ~ 2018.10.31
"최신의 골프존, 투비전플러스! 이제 골프존파크에서 즐기세요!",2018.10.01 ~ 2018.10.31
"추천하면 나는 5만원, 친구는 연회비 캐시백",2018.10.01 ~ 2018.10.31
탄탄대로 오토카드 연회비 100% 캐시백,2018.10.01 ~ 2018.10.31
해외 면세 쇼핑하고 고디바 초콜렛 받고,2018.05.16 ~ 2018.10.31
해외에서 이용하면 최대 4만원 캐시백,2018.10.12 ~ 2018.10.31
해외에서도 같은 값이면 5~2개월 무이자할부,2018.09.01 ~ 2018.10.31
해외이용 지원 프로그램 Global Festa 2018,2018.10.01 ~ 2018.10.31
호남 · 충청 · 제주 10월 가구업체 캐시백,2018.10.01 ~ 2018.10.31
"호남,충청 듀오와 함께 행복 찾아 듀오",2018.09.03 ~ 2018.10.31
화물차 운전자님을 위한 최대 40만원 캐시백,2018.08.01 ~ 2018.10.31
"화제의 생활용품, 특가로 득템!",2018.09.01 ~ 2018.10.31
CJ Hello 자동납부 캐시백 + VOD 쿠폰 증정,2018.08.13 ~ 2018.10.30
레진코믹스 X Liiv Mate 최대 29코인 받아가세요!,2018.10.12 ~ 2018.10.30
컬쳐랜드 X Liiv Mate 컬쳐랜드 PIN 2천원 즉시 지급!,2018.10.23 ~ 2018.10.30
체크카드 NO pay! NO gain! 시즌3,2018.09.27 ~ 2018.10.27
2018 제주 리빙앤라이프 스타일,2018.10.18 ~ 2018.10.21
할로윈데이에 즐기는 Yelloween EDM Festival,2018.10.01 ~ 2018.10.20
해외직구X비타트라 가을맞이 즉시할인! Vitatra 추천상품 특가!,2018.09.14 ~ 2018.10.19
Fall In Check! 5대 업종 캐시백,2018.09.18 ~ 2018.10.18
KB국민 체크카드 체크~질러! 시즌3 고액결제 캐시백,2018.09.17 ~ 2018.10.18
"KB국민카드 고객님만의 특권!
해외 무료여행자보험 혜택 제공",2017.10.18 ~ 2018.10.17
세상은 이런 걸 원해! YouTube Premium 100% 캐시백,2018.09.17 ~ 2018.10.16
공항라운지 무료입장권으로 해외공항에서 즐기는 여유,2018.09.21 ~ 2018.10.14
여행하기 좋은 계절 秋캉스를 위한 최대 10만원 캐시백,2018.09.14 ~ 2018.10.14
"세계 어딜 가든, 아시아나항공 전노선 5% 캐시백",2018.09.03 ~ 2018.10.13
‘결혼하기 좋은 날’ 아이위크 웨딩 박람회,2018.09.28 ~ 2018.10.09
'코베 베이비페어' 육아 지원 프로젝트,2018.10.04 ~ 2018.10.07
KB국민카드와 함께 KOREA SALE FESTA!,2018.09.28 ~ 2018.10.07
스타벅스 충전 5% 캐시백 시즌2,2018.09.07 ~ 2018.10.06
반려견 동반 프로그램 가을앤 休,2018.09.14 ~ 2018.10.04
체크카드와 가을맞이 집 꾸미기,2018.09.05 ~ 2018.10.04
유럽여행 명품쇼핑 더 비스터 빌리지 쇼핑 컬렉션,2018.06.15 ~ 2018.10.01
"18만원 청구할인 혜택 스마트폰 구입, 스마트 하게!",2018.09.01 ~ 2018.09.30
