text,date
화제의 생활용품 특가로 득템!,2018.05.11 ~ 2018.06.30
KB국민카드 x L.pay L.pay 할인 시그널~,2018.06.20 ~ 2018.06.29
KB국민카드 x LG Pay 할인 잘 해주는 착한 LGPay,2018.06.20 ~ 2018.06.29
국제선 항공권 최대 10% 할인,2018.06.01 ~ 2018.06.29
Liiv Mate와 함께 ONE하는 게임+쇼핑 ONE스토어 3천원 캐쉬!,2018.05.28 ~ 2018.06.28
체크카드 Coffee O' Clock 이벤트 시즌 2,2018.06.05 ~ 2018.06.25
Movie Tonight! 앤트맨과 와스프,2018.06.18 ~ 2018.06.24
금호타이어 신제품 출시기념 이벤트,2018.05.21 ~ 2018.06.23
뮤지컬 <프랑켄슈타인> 1+1 티켓 이벤트,2018.05.28 ~ 2018.06.22
"좋은 인연을 꿈꾸는 그대, 지금 만나러 가듀오!",2018.05.14 ~ 2018.06.22
KB국민 체크카드 크리스피 크림 도넛 1+1,2018.06.11 ~ 2018.06.19
해외직구 몰리(mallRee) 최대 $20 보너스 캐시백,2018.05.23 ~ 2018.06.17
KB국민 마스터카드 오플닷컴 10% 혜택!,2018.05.01 ~ 2018.06.15
KB국민카드로 쓱(SSG페이) 누려라~,2018.06.02 ~ 2018.06.15
시니어를 위한 효(孝)Dog 문화교실,2018.05.12 ~ 2018.06.13
"KB체크카드 체크~질러! 2018 - 시즌2 캐시백, 내 계좌에 저장!",2018.05.10 ~ 2018.06.10
국제아웃도어캠핑&레포츠페스티벌 50% 할인입장,2018.06.08 ~ 2018.06.10
해외직구X아이포터 배송비 무료쿠폰!,2018.05.14 ~ 2018.06.10
가족 뮤지컬 「안녕 자두야」초대 이벤트,2018.05.21 ~ 2018.06.03
"18만원 청구할인 & GS25상품권 증정 스마트폰 구입, 스마트 하게!",2018.05.01 ~ 2018.05.31
2018 가정의 달 Wish Festival,2018.05.01 ~ 2018.05.31
5마이갓! 맛있는 5월!,2018.05.01 ~ 2018.05.31
5마이갓! 싸요~ 사요!,2018.05.01 ~ 2018.05.31
5마이갓! 쓰면 쓸수록 돌려드려U!,2018.05.01 ~ 2018.05.31
"5마이갓, 목표달성 캐시백",2018.05.01 ~ 2018.05.31
Beyond Value! BeV Ⅴ카드 캐시백 혜택,2018.05.01 ~ 2018.05.31
KB국민 VISA기업카드 국제선 항공권 캐시백,2018.04.16 ~ 2018.05.31
KB국민 롯데월드 제휴카드 종합이용권 할인 이벤트,2018.05.01 ~ 2018.05.31
KB국민 아멕스카드 NET-A-PORTER / MR.PORTER 10% 캐시백,2018.05.01 ~ 2018.05.31
"KB국민 앱카드 신규회원 최대 10,000점 포인트리 적립",2018.05.01 ~ 2018.05.31
KB국민체크카드와 함께 트와이스 팬미팅!,2018.05.01 ~ 2018.05.31
KB국민카드 해외이용 Global Festa 2018,2018.05.01 ~ 2018.05.31
"PUSH 수신 동의하고, 커피 한잔의 여유갖Go! 아이스크림으로 달콤하Go!",2018.05.08 ~ 2018.05.31
kB국민 국방(충성) 멤버쉽카드 가정의 달 최대 50만원 캐시백!,2018.05.01 ~ 2018.05.31
가위바위보 즉석당첨 게임!!,2018.05.02 ~ 2018.05.31
가정의 달에도 Liiv Mate와 함께~,2018.05.01 ~ 2018.05.31
가정의 달이니까~ 롯데워터파크 현장할인,2018.05.01 ~ 2018.05.31
개인사업자 전용 카드 연회비 100% 캐시백,2018.05.01 ~ 2018.05.31
까사미아 5월 Happy Together,2018.05.01 ~ 2018.05.31
"도시가스요금 자동납부 5,000원 캐시백!",2018.05.01 ~ 2018.05.31
"등록하GO! 캐시백 받GO! SecurePay 신규 등록회원 캐시백 3,000원 지급",2018.05.01 ~ 2018.05.31
라이프샵 하나로 모두가 참좋은 해외패키지 경품!,2018.05.01 ~ 2018.05.31
"롯데월드 종합이용권,연간회원권 현장할인",2018.04.20 ~ 2018.05.31
리브메이트니까 무료다! 신규가입하면 데리콤보 증정!,2018.05.04 ~ 2018.05.31
"매너가 개(犬)를 만든다, 킹스독!",2018.03.30 ~ 2018.05.31
물 좋은데서 놀자! 아산스파비스 60% 현장할인,2018.05.01 ~ 2018.05.31
봄바람 타고 찾아온 신나는 서울랜드 현장할인!,2018.05.01 ~ 2018.05.31
봄봄 학원비 지원 최대 5만원 캐시백,2018.04.03 ~ 2018.05.31
셋이 가면 한명은 공짜! 원마운트 2+1,2018.05.01 ~ 2018.05.31
스피드메이트 타이어/정비 최대 20% 할인,2018.05.01 ~ 2018.05.31
아파트 관리비 자동납부 2만원 캐시백,2018.05.01 ~ 2018.05.31
어딜 가든 좋아! 국제선 항공권 최대 7% 할인,2018.04.30 ~ 2018.05.31
여행의 시작은 할인! 해외호텔 최대 10% 할인,2018.05.02 ~ 2018.05.31
"여행주간 함께 하는 내 나라 여행 강원도, 전라도편",2018.04.18 ~ 2018.05.31
온라인 쇼핑! 혜택 트렌드 모음,2018.05.16 ~ 2018.05.31
온라인 신규발급 회원 연회비 100% 캐시백,2018.05.01 ~ 2018.05.31
올 여름엔 호텔 바캉스! 도시의 호캉스 Season 1. 서울,2018.05.01 ~ 2018.05.31
일룸에서 받고 싶은 꿈 이룸,2018.04.01 ~ 2018.05.31
체크카드 + Liiv Mate 신규발급 트리플 혜택!,2018.05.01 ~ 2018.05.31
최대 10만원! 가정의 달 해외여행비 지원 프로젝트,2018.05.01 ~ 2018.05.31
"캐리어를 끄는 순간 따라오는
인천공항 할인 혜택!",2017.06.01 ~ 2018.05.31
캐시백 + 경품! 예뻐지는 더블 찬스!,2018.04.13 ~ 2018.05.31
한샘 건강한 가정의 달 혜택,2018.05.01 ~ 2018.05.31
해외에서 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.03.01 ~ 2018.05.31
호남 · 충청 · 제주 가구업체 5월 풍성한 혜택!,2018.05.01 ~ 2018.05.31
"호남, 충청 듀오와 함께 행복 찾아 듀오",2018.04.01 ~ 2018.05.31
화제의 생활용품 특가로 득템!,2018.04.04 ~ 2018.05.31
"휘닉스 평창,제주 객실 패키지 할인이벤트",2018.04.03 ~ 2018.05.31
어딜 가든 좋아! 국제선 항공권 최대 12% 할인,2018.05.23 ~ 2018.05.30
2주간의 진짜 웨딩혜택! No.1 아이웨딩의 아이위크!,2018.05.18 ~ 2018.05.27
내 손으로 꾸미는 2018 셀프인테리어코리아페어 무료입장!,2018.05.24 ~ 2018.05.27
체크카드 Family O’ Clock 이벤트,2018.04.27 ~ 2018.05.23
해외직구 ‘테일리스트’ 즉시할인(최대 $15) X 무료배송!!,2018.04.23 ~ 2018.05.23
해외 주요 도시 여행 전 필독! T Galleria by DFS 면세점 사은 혜택,2018.04.01 ~ 2018.05.22
가정의달 건강선물 정관장 청구할인,2018.04.27 ~ 2018.05.21
학습지 추가할인 + 다이슨 V8까지! 교원구몬 KB국민카드 출시!,2018.03.02 ~ 2018.05.21
KB국민 아이행복/아이사랑카드 롯데월드 언더씨킹덤 만원의 행복,2018.03.29 ~ 2018.05.20
체크러시! 매주 금토 1만원 할인러시!,2018.02.23 ~ 2018.05.19
라이프샵 컬처 뮤지컬 「맨오브라만차」 1+1 티켓 이벤트,2018.04.27 ~ 2018.05.18
11번째 특별한 테이블 다이닝스타(Dining Star),2018.05.11 ~ 2018.05.17
가정의달 감사선물 참다한 홍삼 청구할인,2018.04.27 ~ 2018.05.16
KB국민체크카드 크리스피 크림 도넛 1+1,2018.05.07 ~ 2018.05.15
리브메이트 & 네이버페이의 운명적 만남,2018.04.16 ~ 2018.05.15
해피포인트 THE 맛있는 캠핑 시즌 12 초청이벤트!,2018.04.30 ~ 2018.05.14
백화점 쇼핑지원 ‘캐시백 + 상품권’ 더블혜택,2018.04.27 ~ 2018.05.13
"꼭 간다, 전주국제영화제 10% 할인",2018.05.03 ~ 2018.05.12
체크카드 매일매일 캐시백 첵첵!,2018.04.12 ~ 2018.05.12
LA PERLA Summer Holiday 커플 스타일링 클래스,2018.05.02 ~ 2018.05.09
KB국민카드와 CGV의 특급 콜라보~ CGV 영화 + 콤보 할인,2018.04.16 ~ 2018.05.04
일시불 할부전환 이벤트,2018.04.05 ~ 2018.05.04
18만원 청구할인 슈퍼 그레잇~ 스마트폰 구입하면 따라오는 추가 혜택,2018.04.01 ~ 2018.04.30
2018 Spring in 러브油 캠핑 초청,2018.04.13 ~ 2018.04.30
"4월에도 호남, 충청, 제주 학원업체 캐시백 드림!",2018.04.01 ~ 2018.04.30
"5~2, 10개월 무이자할부 시즌2",2018.03.01 ~ 2018.04.30
Beyond Value! BeV Ⅴ카드 캐시백 혜택,2018.04.01 ~ 2018.04.30
KB국민 롯데월드 제휴카드 종합이용권 할인 이벤트,2018.04.01 ~ 2018.04.30
KB국민 아멕스카드 매치스 패션 15% 캐시백,2018.04.01 ~ 2018.04.30
"KB국민 앱카드 신규회원 최대 10,000점 포인트리 적립",2018.04.01 ~ 2018.04.30
Liiv Mate 신규회원 2000P 받고 싶은 사람!,2018.04.01 ~ 2018.04.30
같이 가면 이득! 스타샵 할인 + 롯데워터파크 동반인 추가할인,2018.03.31 ~ 2018.04.30
개인사업자 전용 카드 연회비 100% 캐시백,2018.04.01 ~ 2018.04.30
건강보험 · 국민연금 · 고용보험 · 산재보험 4대 사회보험 자동납부 이벤트,2018.03.01 ~ 2018.04.30
골프 좀 치는 사람들의 즐거운 혜택,2018.03.28 ~ 2018.04.30
꽃피는 4월에도~ 쓰면 쓸수록 돌려드려U!,2018.04.05 ~ 2018.04.30
도시가스요금 자동납부하고 캐시백 받자!,2018.04.01 ~ 2018.04.30
"라이프샵 하나로, 해외패키지 경품증정!",2018.04.02 ~ 2018.04.30
롯데월드 아쿠아리움 연간회원권 현장할인,2018.03.09 ~ 2018.04.30
마음도 요금도 가볍게 제주항공 할인!,2018.03.14 ~ 2018.04.30
먼지가 뭔지도 모를 청정 혜택,2018.04.05 ~ 2018.04.30
부동산임대료 자동납부 청구할인 최대 2만원,2018.04.01 ~ 2018.04.30
"새차를 사는 현명한 방법!
새차타GO~ 할인받GO",2017.05.01 ~ 2018.04.30
써본사람은 알아요! 혜택이 이어지는 해외이용캐시백,2018.04.01 ~ 2018.04.30
아파트 관리비 자동납부 2만원 캐시백,2018.04.01 ~ 2018.04.30
안경점 갈 때 우리가 챙겨야 할 혜택,2018.03.21 ~ 2018.04.30
"에버랜드 봄소풍 준비물은? 즉시할인, KB국민카드!",2018.04.01 ~ 2018.04.30
여행의 시작은 할인 해외호텔 최대 10% 할인,2018.04.02 ~ 2018.04.30
온라인 신규발급 회원 연회비 100% 캐시백,2018.04.01 ~ 2018.04.30
온라인쇼핑 가성비갑! 혜택 트렌드 모음,2018.04.10 ~ 2018.04.30
졸업 & 입학 축하! LTE 노트북 청구할인!,2018.02.07 ~ 2018.04.30
"체크카드 봄날, 벚꽃 그리고 쇼핑",2018.04.02 ~ 2018.04.30
체크카드 신규발급! Liiv Mate 신규가입! 누리자 더블혜택 7000!,2018.04.01 ~ 2018.04.30
타이어 / 정비 최대 40% 할인 스피드메이트,2018.04.01 ~ 2018.04.30
하나투어 X 와이페이모어와 함께 받고 또 받는 해외여행!,2018.04.01 ~ 2018.04.30
혜택 만개~신나는 봄이 왔개 KB국민 펫코노미 서비스,2018.03.19 ~ 2018.04.30
"혜택정보 PUSH 신청, 최대 30만원 캐시백!",2018.04.06 ~ 2018.04.30
"호남,충청,제주 가구업체 4월 혜택이 활짝!",2018.04.01 ~ 2018.04.30
"예비·초보 엄마, 아빠라면 2018 「코엑스 코베베이비페어」 무료 입장",2018.04.26 ~ 2018.04.29
익스피디아는 8% 할인중,2018.04.01 ~ 2018.04.29
체크카드 Love O’ Clock 이벤트,2018.04.09 ~ 2018.04.29
한눈에 보는 건축 트렌드 2018 서울건축박람회 무료 입장!,2018.04.26 ~ 2018.04.29
라이프샵 컬처 뮤지컬 <빌리엘리어트> 1+1 티켓 이벤트,2018.04.06 ~ 2018.04.27
어딜 가든 좋아! 국제선 항공권 최대 7% 할인,2018.04.02 ~ 2018.04.27
해외직구 비타트라 최대 $30 즉시할인 & 다이슨 반짝세일,2018.03.30 ~ 2018.04.23
박인비 LPGA 파운더스컵 우승 기념 이벤트 1.9. 럭키샷을 날려라!,2018.03.23 ~ 2018.04.22
반값다! 국내 최대 2018 SEOUL VRㆍAR EXPO,2018.04.19 ~ 2018.04.22
"KB체크카드 체크~질러! 2018 시즌1 캐시백, 내 계좌에 저장!",2018.03.20 ~ 2018.04.20
"어서와, KB와 여행은 처음이지? S1. 체코 + 오스트리아",2018.03.21 ~ 2018.04.20
VIP초청 인피니티 FRIDAY,2018.04.11 ~ 2018.04.16
알파원카드로 학생증체크카드 쓰고 맥북에어 갖즈아,2018.03.16 ~ 2018.04.16
리브메이트 & 네이버페이의 운명적 만남,2018.03.12 ~ 2018.04.15
백화점 쇼핑지원 캐시백 + 상품권 더블혜택,2018.03.29 ~ 2018.04.15
KB국민카드 X LG페이 LG페이로 누리는 10% 할인 행복,2018.03.15 ~ 2018.04.14
KB국민 체크카드 스탬프콩콩 2018년 시즌 1,2018.03.06 ~ 2018.04.11
일본에서도 손꼽히는 도큐백화점 필수혜택,2018.02.20 ~ 2018.04.11
갤럭시S9 출시기념 KB국민카드 X 삼성페이 포인트리 꿀이득,2018.03.09 ~ 2018.04.08
2018 광주 경향하우징페어 / 리빙앤라이프스타일,2018.03.29 ~ 2018.04.01
2018년엔 호텔스닷컴 15% 할인받자!,2018.01.03 ~ 2018.03.31
"3월, 뜻밖의 3가지 행운",2018.03.02 ~ 2018.03.31
3월에도 쓰면 쓸수록 돌려드려U!,2018.03.02 ~ 2018.03.31
Beyond Value! BeV Ⅴ카드 캐시백 혜택,2018.03.01 ~ 2018.03.31
"JCB카드, 아마존재팬 할인에 할인을 더하다!",2018.02.26 ~ 2018.03.31
KB국민 JCB카드 익스피디아 13% 할인!,2018.01.01 ~ 2018.03.31
KB국민 롯데월드 제휴카드 자유이용권 할인 이벤트,2018.03.01 ~ 2018.03.31
KB국민 비자카드로 캐시백 + 경품 받고 해외이용 즐겨봄!,2018.03.01 ~ 2018.03.31
"KB국민 앱카드 신규등록 회원 최대 10,000점 포인트리 적립",2018.03.01 ~ 2018.03.31
"KB국민 체크카드 탐난다!
탐앤탐스 커피 사이즈업!",2018.01.01 ~ 2018.03.31
"VIP 회원 금호리조트
객실 50% 할인 이벤트",2017.11.20 ~ 2018.03.31
VIP 회원 롯데호텔앤리조트 Enjoy & Relax 패키지 할인,2018.02.05 ~ 2018.03.31
도시가스요금 자동납부하고 캐시백 받자!,2018.03.01 ~ 2018.03.31
마이테레사(My Theresa) 15% 캐시백,2018.03.01 ~ 2018.03.31
"방콕 여행 가세요?
시암파라곤 특별 우대 혜택",2017.10.01 ~ 2018.03.31
봄 황사대비 득템찬스!,2018.03.08 ~ 2018.03.31
봄날엔 리브메이트 혜택 한번 받아봄~,2018.03.01 ~ 2018.03.31
부동산임대료 자동납부 최대 2만원 청구할인,2018.03.01 ~ 2018.03.31
새학기맞이 학원비 절감 최대 2만원 캐시백,2018.02.19 ~ 2018.03.31
"새해에도 신나는 할인여행
익스피디아 8% 할인!",2018.01.01 ~ 2018.03.31
슈퍼 그레잇~ 온라인 쇼핑 혜택,2018.03.14 ~ 2018.03.31
스마트폰 구입 더이상 헤매지 말자! 최대 18만원 청구할인,2018.03.01 ~ 2018.03.31
"스타샵 금호리조트
새해맞이 객실 할인!",2018.01.01 ~ 2018.03.31
아파트 관리비 자동납부 캐시백 이벤트,2018.03.01 ~ 2018.03.31
에이스침대 설레는 더블 혜택,2018.03.01 ~ 2018.03.31
여행의 시작은 할인 해외호텔 최대 10% 할인,2018.03.01 ~ 2018.03.31
온라인 신규발급 회원 연회비 100% 캐시백,2018.03.01 ~ 2018.03.31
"응모하라, 예뻐지는 봄맞이 美축제!",2018.03.08 ~ 2018.03.31
일시불 할부전환 이벤트,2018.03.02 ~ 2018.03.31
타이어 / 정비 최대 40% 할인 스피드메이트,2018.03.01 ~ 2018.03.31
탄탄대로 응모쉽게! 당첨쉽Get!,2018.02.22 ~ 2018.03.31
"해외 주요 도시 여행 전 필독!
T Galleria by DFS 면세점 사은 혜택",2017.10.01 ~ 2018.03.31
해피 뉴 이어 (Happy new year) VIP 시즈널 이벤트,2018.02.01 ~ 2018.03.31
"혜택 PUSH 받고, 스타벅스 아메리카노 한잔하세요!",2018.03.12 ~ 2018.03.31
"호남, 충청, 제주 가구업체 새봄맞이 혜택드림!",2018.03.01 ~ 2018.03.31
황금 개띠해도 앱카드랑 같이 가즈아!,2018.03.01 ~ 2018.03.31
배송비 무료쿠폰! 바로가기! 해외직구 아이포터,2018.03.07 ~ 2018.03.30
체크카드 온라인 신규발급 웰컴 캐시백 5000!,2018.03.01 ~ 2018.03.30
해외직구 몰리(mallRee) 명품쇼핑 보너스 캐시백,2018.02.28 ~ 2018.03.30
어딜 가든 좋아! 국제선 항공권 최대 7% 할인,2018.03.05 ~ 2018.03.29
"매너가 개(犬)를 만든다, 킹스독!",2018.02.19 ~ 2018.03.25
"예비 초보 엄마, 아빠라면 2018 코베 베이비페어 무료 초청",2018.03.22 ~ 2018.03.25
"KB국민 유니온페이 카드 괌,홍콩, 오키나와 항공권 동반자 1인무료",2018.03.15 ~ 2018.03.21
체크카드 Coffee O' Clock,2018.03.01 ~ 2018.03.21
일본 대형 할인 마트 5% 캐시백,2017.12.18 ~ 2018.03.18
두번 받는 주유 캐시백 2탄!,2018.01.21 ~ 2018.03.17
"우리 아이 새학기 완벽준비 정관장 홍이장군, 아이패스 할인!",2018.02.23 ~ 2018.03.15
체크카드 2018 컬쳐 브리즈 시즌1 뮤지컬 명성황후 초대,2018.02.12 ~ 2018.03.14
2018 코베 베이비페어 무료입장,2018.03.08 ~ 2018.03.11
해외 명품 온라인 쇼핑몰 YOOX.COM 최대 20% 즉시할인,2018.02.01 ~ 2018.03.11
알파원과 스타벅스의 꿀라보레이션 스타벅스 모바일 상품권 증정,2018.02.12 ~ 2018.03.09
KB국민 국방(충성) 멤버쉽카드 최대 50만원 캐시백,2018.02.09 ~ 2018.03.08
"No.1 아이웨딩의 그뤠잇한 웨딩혜택전, 아이위크!",2018.02.23 ~ 2018.03.04
모두 현장할인! 너도 나도 캐리비안베이,2018.02.01 ~ 2018.03.04
스키타든 외식하든 든든한 겨울혜택!,2018.02.09 ~ 2018.03.04
Wish Festival Winter,2017.12.01 ~ 2018.03.02
롯데워터파크 따끈따끈 할인 이벤트!,2017.12.26 ~ 2018.03.01
2018 The Big Welcome 캐시백!,2018.01.02 ~ 2018.02.28
"2018년 1,000원 환율 Guarantee!",2018.02.05 ~ 2018.02.28
"5~2, 10개월 무이자할부 시즌1",2018.01.01 ~ 2018.02.28
KB국민 롯데월드 제휴카드 자유이용권 할인 이벤트,2018.02.13 ~ 2018.02.28
KB국민 아이행복카드 새해에도 아이 행복한 혜택!,2018.01.15 ~ 2018.02.28
"KB국민 앱카드 신규등록 회원 최대 10,000점 포인트리 적립",2018.02.01 ~ 2018.02.28
LH/SH 공공임대료 자동납부 최대 1만원 캐시백!,2018.02.01 ~ 2018.02.28
건강보험 · 국민연금 · 고용보험 · 산재보험 4대 사회보험 자동납부 이벤트,2018.01.01 ~ 2018.02.28
도시가스요금 카드자동납부 캐시백 이벤트,2018.02.01 ~ 2018.02.28
"라이프샵 하나로, 모두가 참좋은 해외여행!",2018.02.01 ~ 2018.02.28
리브메이트와 OK캐쉬백이 만나면? 스타벅스 커피에 리워드까지!,2018.02.01 ~ 2018.02.28
부동산임대료 자동납부 최대 2만원 캐시백!,2018.02.01 ~ 2018.02.28
사장님의 우와!한 설 이벤트,2018.02.07 ~ 2018.02.28
"설 명절 맞아, 리브메이트 이 혜택 다 내꺼 맞아?!",2018.02.01 ~ 2018.02.28
설맞이 Wish Festival,2018.02.01 ~ 2018.02.28
설맞이 건강식품 득템 찬스!,2018.01.18 ~ 2018.02.28
스마트폰 구입 더이상 헤매지 말자!,2018.02.01 ~ 2018.02.28
아파트 관리비 자동납부 캐시백 이벤트,2018.02.01 ~ 2018.02.28
어딜 가든 좋아! 국제선 항공권 최대 12% 할인,2018.02.01 ~ 2018.02.28
여행의 시작은 할인 해외호텔 최대 10% 할인,2018.02.01 ~ 2018.02.28
온라인 신규발급 회원 연회비 100% 캐시백,2018.02.01 ~ 2018.02.28
즉시할인+무료배송 혜택까지! 똑똑한 해외직구 테일리스트,2018.01.31 ~ 2018.02.28
"즐거운 할인바람 타고~!
서울랜드 현장 할인",2017.11.01 ~ 2018.02.28
체크카드 온라인 신규발급 웰컴 캐시백 5000!,2018.02.12 ~ 2018.02.28
"최대 20만원! 해외대학등록금은
캐시백 받고 내는 게 정답!",2018.01.02 ~ 2018.02.28
해외에서 국내처럼 수수료 0원! 해외수수료 전액 캐시백,2018.02.01 ~ 2018.02.28
"해외에서도 같은 값이면
5~2개월 무이자할부",2018.01.01 ~ 2018.02.28
"황금개띠해 福 가득, 얼마나 좋개요!",2018.02.01 ~ 2018.02.28
KB국민카드 스타샵 포인트리 럭키 세븐데이즈!,2018.01.07 ~ 2018.02.27
체크카드 대한민국 금빛 기원! 경품 이벤트,2018.02.09 ~ 2018.02.25
쓰면 쓸수록 돌려드려U 캐시백,2018.01.24 ~ 2018.02.23
대형슈퍼에서 설맞이 혜택 많이 받았설~,2018.01.26 ~ 2018.02.18
백화점 쇼핑지원 캐시백 + 상품권 더블혜택,2018.01.26 ~ 2018.02.18
새해 럭셔리 힐링선물! 익스피디아 할인 + 호텔숙박권,2018.01.18 ~ 2018.02.18
설레는 선물~ 정관장 더블 찬스!,2018.01.26 ~ 2018.02.18
"자몽의 새이름 MOST,지금 바로 주유혜택 확인!",2018.01.17 ~ 2018.02.18
체크카드로 설준비 최대 1만원 캐시백 받즈아!,2018.02.01 ~ 2018.02.18
"호남, 충청, 제주 설맞이 더블 이벤트",2018.02.01 ~ 2018.02.17
"KB국민 유니온페이 카드 하와이
항공권 사면 기타큐슈 항공권이 공짜!",2017.12.07 ~ 2018.02.16
2018년 설맞이 대형마트 현명한 장바구니 혜택,2018.02.01 ~ 2018.02.15
체크카드 Valentine Random Box 이벤트,2018.01.22 ~ 2018.02.14
KB국민 롯데월드 제휴카드 자유이용권 할인 이벤트,2018.02.01 ~ 2018.02.12
해외직구는 비타트라에서! 꿀이득! 즉시할인 & 무료배송!,2018.01.12 ~ 2018.02.11
